CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type
"196","Cyprus","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4653.0","","G","4741.0","","G","5277.0","","G","5666.0","","G","5812.0","","G","5717.0","","G","5937.0","","G","6109.0","","G","6641.0","","G","6755.0","","G","6850.0","","G","6846.0","","G","7022.0","","G","7748.0","","G","7334.0","","G","7503.0","","G","7789.0","","G","8196.0","","G","8555.0","","G","8199.0","","G"," "," "," "," "," "," "," "," "," "
"203","Czech Republic","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","139034.0","","G","131810.0","","G","125844.0","","G","125052.0","","G","127832.0","","G","129214.0","","G","122845.0","","G","112482.0","","G","124649.0","","G","124407.0","","G","120193.0","","G","122379.0","","G","122709.0","","G","120736.0","","G","122786.0","","G","123945.0","","G","116952.0","","G","108121.0","","G"," "," "," "," "," "," "," "," "," "
"200","Czechoslovakia [former]","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","217757.0","","G","200820.0","","G"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"180","Democratic Republic of the Congo","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4070.0","","G","3755.0","","G","3619.0","","G","3410.0","","G","2479.0","","G","2967.0","","G","3249.0","","G","2926.0","","G","2534.0","","G","2248.0","","G","1646.0","","G","1566.0","","G","1544.0","","G","1698.0","","G","1936.0","","G","2244.0","","G","2384.0","","G","2574.0","","G","2794.0","","G","2695.0","","G"," "," "," "," "," "," "," "," "," "
"720","Democratic Yemen [former]","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","5831.0","","G"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"208","Denmark","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","49747.0","","G","61213.0","","G","54319.0","","G","57158.0","","G","61052.0","","G","55141.0","","G","68602.0","","G","57055.0","","G","56068.0","","G","50931.0","","G","47260.0","","G","49035.0","","G","49266.0","","G","55735.0","","G","50597.0","","G","47099.0","","G","54598.0","","G","49871.0","","G","46850.0","","G","45698.0","","G"," "," "," "," "," "," "," "," "," "
"262","Djibouti","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","400.0","","G","400.0","","G","414.0","","G","429.0","","G","429.0","","G","429.0","","G","436.0","","G","440.0","","G","411.0","","G","444.0","","G","403.0","","G","385.0","","G","400.0","","G","407.0","","G","458.0","","G","473.0","","G","488.0","","G","488.0","","G","524.0","","G","532.0","","G"," "," "," "," "," "," "," "," "," "
"212","Dominica","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","59.0","","G","59.0","","G","59.0","","G","62.0","","G","70.0","","G","81.0","","G","73.0","","G","81.0","","G","77.0","","G","81.0","","G","103.0","","G","114.0","","G","103.0","","G","114.0","","G","110.0","","G","114.0","","G","110.0","","G","150.0","","G","128.0","","G","128.0","","G"," "," "," "," "," "," "," "," "," "
"214","Dominican Republic","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","9571.0","","G","10136.0","","G","11206.0","","G","11940.0","","G","12677.0","","G","16105.0","","G","17547.0","","G","18240.0","","G","18683.0","","G","18870.0","","G","20117.0","","G","20235.0","","G","21500.0","","G","21888.0","","G","18786.0","","G","19615.0","","G","21005.0","","G","21503.0","","G","21100.0","","G","20334.0","","G"," "," "," "," "," "," "," "," "," "
"218","Ecuador","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","16835.0","","G","16487.0","","G","22303.0","","G","24188.0","","G","13638.0","","G","22812.0","","G","23891.0","","G","18276.0","","G","22229.0","","G","21272.0","","G","20942.0","","G","23447.0","","G","24690.0","","G","26523.0","","G","28658.0","","G","29299.0","","G","29842.0","","G","30898.0","","G","29670.0","","G","30102.0","","G"," "," "," "," "," "," "," "," "," "
"818","Egypt","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","75944.0","","G","78716.0","","G","81264.0","","G","93156.0","","G","85313.0","","G","95723.0","","G","102031.0","","G","108202.0","","G","122243.0","","G","125393.0","","G","141326.0","","G","125452.0","","G","127194.0","","G","158880.0","","G","160582.0","","G","174641.0","","G","187505.0","","G","199221.0","","G","210321.0","","G","216137.0","","G"," "," "," "," "," "," "," "," "," "
"222","El Salvador","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2618.0","","G","3231.0","","G","3429.0","","G","3891.0","","G","4430.0","","G","5280.0","","G","4895.0","","G","5761.0","","G","5812.0","","G","5699.0","","G","5743.0","","G","5948.0","","G","6040.0","","G","6553.0","","G","6366.0","","G","6454.0","","G","6846.0","","G","6927.0","","G","6520.0","","G","6300.0","","G"," "," "," "," "," "," "," "," "," "
"226","Equatorial Guinea","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","121.0","","G","202.0","","G","216.0","","G","103.0","","G","37.0","","G","132.0","","G","117.0","","G","293.0","","G","169.0","","G","473.0","","G","455.0","","G","3095.0","","G","4980.0","","G","6018.0","","G","5218.0","","G","4712.0","","G","4752.0","","G","4796.0","","G","4815.0","","G","4815.0","","G"," "," "," "," "," "," "," "," "," "
"232","Eritrea","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," ","183.0","","G","297.0","","G","348.0","","G","528.0","","G","590.0","","G","620.0","","G","609.0","","G","631.0","","G","605.0","","G","726.0","","G","770.0","","G","766.0","","G","561.0","","G","579.0","","G","414.0","","G","513.0","","G"," "," "," "," "," "," "," "," "," "
"233","Estonia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","23036.0","","G","18628.0","","G","18661.0","","G","16755.0","","G","18808.0","","G","18614.0","","G","17143.0","","G","15475.0","","G","15559.0","","G","15984.0","","G","15471.0","","G","17554.0","","G","17840.0","","G","17462.0","","G","16945.0","","G","19952.0","","G","18383.0","","G","15951.0","","G"," "," "," "," "," "," "," "," "," "
"231","Ethiopia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3018.0","","G","2985.0","","G","2967.0","","G","3029.0","","G","3003.0","","G","2153.0","","G","3729.0","","G","4276.0","","G","5027.0","","G","5075.0","","G","5831.0","","G","4309.0","","G","4481.0","","G","4947.0","","G","5196.0","","G","5489.0","","G","6021.0","","G","6472.0","","G","7110.0","","G","7888.0","","G"," "," "," "," "," "," "," "," "," "
"234","Faeroe Islands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","623.0","","G","594.0","","G","660.0","","G","598.0","","G","521.0","","G","634.0","","G","653.0","","G","656.0","","G","664.0","","G","671.0","","G","656.0","","G","660.0","","G","667.0","","G","675.0","","G","675.0","","G","682.0","","G","689.0","","G","697.0","","G","708.0","","G","708.0","","G"," "," "," "," "," "," "," "," "," "
"238","Falkland Islands (Malvinas)","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","37.0","","G","37.0","","G","37.0","","G","37.0","","G","37.0","","G","40.0","","G","44.0","","G","48.0","","G","37.0","","G","37.0","","G","37.0","","G","44.0","","G","44.0","","G","48.0","","G","51.0","","G","51.0","","G","59.0","","G","59.0","","G","59.0","","G","59.0","","G"," "," "," "," "," "," "," "," "," "
"242","Fiji","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","818.0","","G","675.0","","G","722.0","","G","763.0","","G","818.0","","G","869.0","","G","895.0","","G","737.0","","G","704.0","","G","803.0","","G","865.0","","G","1115.0","","G","832.0","","G","851.0","","G","1137.0","","G","1371.0","","G","1364.0","","G","1206.0","","G","1082.0","","G","847.0","","G"," "," "," "," "," "," "," "," "," "
"246","Finland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","51745.0","","G","53747.0","","G","47858.0","","G","50568.0","","G","57499.0","","G","52827.0","","G","61283.0","","G","59992.0","","G","56989.0","","G","55423.0","","G","52141.0","","G","56424.0","","G","61078.0","","G","68888.0","","G","66970.0","","G","54605.0","","G","66101.0","","G","63916.0","","G","56083.0","","G","53568.0","","G"," "," "," "," "," "," "," "," "," "
"250","France","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","399028.0","","G","427668.0","","G","397037.0","","G","389105.0","","G","369458.0","","G","393289.0","","G","408126.0","","G","379487.0","","G","409094.0","","G","371309.0","","G","365560.0","","G","385827.0","","G","380448.0","","G","387147.0","","G","389707.0","","G","391826.0","","G","382281.0","","G","375684.0","","G","376993.0","","G","363356.0","","G"," "," "," "," "," "," "," "," "," "
"254","French Guiana","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","814.0","","G","840.0","","G","880.0","","G","876.0","","G","895.0","","G","909.0","","G","906.0","","G","898.0","","G","840.0","","G","671.0","","G","572.0","","G","631.0","","G","561.0","","G","733.0","","G","697.0","","G","660.0","","G","576.0","","G","678.0","","G","693.0","","G","700.0","","G"," "," "," "," "," "," "," "," "," "
"258","French Polynesia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","631.0","","G","638.0","","G","645.0","","G","590.0","","G","513.0","","G","539.0","","G","557.0","","G","576.0","","G","576.0","","G","576.0","","G","638.0","","G","744.0","","G","744.0","","G","803.0","","G","796.0","","G","858.0","","G","858.0","","G","854.0","","G","887.0","","G","895.0","","G"," "," "," "," "," "," "," "," "," "
"266","Gabon","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4844.0","","G","1478.0","","G","2131.0","","G","3282.0","","G","3352.0","","G","3858.0","","G","3535.0","","G","3546.0","","G","1632.0","","G","1437.0","","G","1052.0","","G","1782.0","","G","1778.0","","G","1335.0","","G","1767.0","","G","2083.0","","G","1977.0","","G","2332.0","","G","2255.0","","G","1624.0","","G"," "," "," "," "," "," "," "," "," "
"270","Gambia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","191.0","","G","198.0","","G","198.0","","G","209.0","","G","209.0","","G","216.0","","G","216.0","","G","216.0","","G","235.0","","G","257.0","","G","275.0","","G","282.0","","G","315.0","","G","315.0","","G","323.0","","G","323.0","","G","337.0","","G","396.0","","G","411.0","","G","436.0","","G"," "," "," "," "," "," "," "," "," "
"268","Georgia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","15335.0","","G","9952.0","","G","6084.0","","G","2303.0","","G","4067.0","","G","4437.0","","G","4961.0","","G","4345.0","","G","4536.0","","G","3770.0","","G","3388.0","","G","3773.0","","G","4323.0","","G","5071.0","","G","6150.0","","G","6190.0","","G","6238.0","","G","5845.0","","G"," "," "," "," "," "," "," "," "," "
"276","Germany","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," ","930857.0","","G","893142.0","","G","879061.0","","G","867168.0","","G","865753.0","","G","891301.0","","G","863975.0","","G","857180.0","","G","824474.0","","G","832101.0","","G","855757.0","","G","830909.0","","G","835658.0","","G","828522.0","","G","809597.0","","G","811881.0","","G","787235.0","","G","786652.0","","G","734599.0","","G"," "," "," "," "," "," "," "," "," "
"288","Ghana","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3931.0","","G","4045.0","","G","4096.0","","G","4664.0","","G","5071.0","","G","5427.0","","G","5757.0","","G","6395.0","","G","6403.0","","G","6549.0","","G","6289.0","","G","6920.0","","G","7415.0","","G","7598.0","","G","7275.0","","G","6956.0","","G","9289.0","","G","9578.0","","G","8529.0","","G","7444.0","","G"," "," "," "," "," "," "," "," "," "
"292","Gibraltar","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","95.0","","G","106.0","","G","92.0","","G","334.0","","G","400.0","","G","348.0","","G","194.0","","G","121.0","","G","312.0","","G","323.0","","G","334.0","","G","345.0","","G","345.0","","G","356.0","","G","367.0","","G","378.0","","G","392.0","","G","407.0","","G","422.0","","G","433.0","","G"," "," "," "," "," "," "," "," "," "
"300","Greece","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","72724.0","","G","67616.0","","G","75504.0","","G","75647.0","","G","78364.0","","G","79185.0","","G","80395.0","","G","84572.0","","G","87810.0","","G","86637.0","","G","91616.0","","G","93806.0","","G","93670.0","","G","95738.0","","G","97150.0","","G","98675.0","","G","97286.0","","G","98246.0","","G","97817.0","","G","94917.0","","G"," "," "," "," "," "," "," "," "," "
"304","Greenland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","557.0","","G","550.0","","G","484.0","","G","502.0","","G","506.0","","G","506.0","","G","517.0","","G","524.0","","G","532.0","","G","543.0","","G","532.0","","G","539.0","","G","539.0","","G","535.0","","G","499.0","","G","631.0","","G","579.0","","G","638.0","","G","576.0","","G","576.0","","G"," "," "," "," "," "," "," "," "," "
"308","Grenada","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","110.0","","G","114.0","","G","121.0","","G","125.0","","G","147.0","","G","158.0","","G","161.0","","G","176.0","","G","180.0","","G","194.0","","G","194.0","","G","209.0","","G","202.0","","G","216.0","","G","205.0","","G","216.0","","G","231.0","","G","238.0","","G","246.0","","G","246.0","","G"," "," "," "," "," "," "," "," "," "
"312","Guadeloupe","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1294.0","","G","1360.0","","G","1426.0","","G","1452.0","","G","1496.0","","G","1518.0","","G","1525.0","","G","1544.0","","G","1525.0","","G","1588.0","","G","2076.0","","G","2094.0","","G","2028.0","","G","2046.0","","G","1834.0","","G","1716.0","","G","1709.0","","G","1742.0","","G","1738.0","","G","1738.0","","G"," "," "," "," "," "," "," "," "," "
"320","Guatemala","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","5086.0","","G","5053.0","","G","6018.0","","G","5658.0","","G","6839.0","","G","7165.0","","G","6652.0","","G","7598.0","","G","8753.0","","G","8929.0","","G","9916.0","","G","10627.0","","G","11096.0","","G","10502.0","","G","11621.0","","G","12570.0","","G","12699.0","","G","13634.0","","G","12486.0","","G","15203.0","","G"," "," "," "," "," "," "," "," "," "
"324","Guinea","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1056.0","","G","1074.0","","G","1074.0","","G","1104.0","","G","1228.0","","G","1250.0","","G","1272.0","","G","1280.0","","G","1243.0","","G","1272.0","","G","1280.0","","G","1298.0","","G","1324.0","","G","1342.0","","G","1342.0","","G","1181.0","","G","1181.0","","G","1210.0","","G","1214.0","","G","1228.0","","G"," "," "," "," "," "," "," "," "," "
"624","Guinea-Bissau","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","253.0","","G","257.0","","G","260.0","","G","279.0","","G","279.0","","G","282.0","","G","286.0","","G","308.0","","G","216.0","","G","246.0","","G","198.0","","G","198.0","","G","209.0","","G","249.0","","G","257.0","","G","264.0","","G","275.0","","G","286.0","","G","282.0","","G","293.0","","G"," "," "," "," "," "," "," "," "," "
"328","Guyana","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1140.0","","G","1122.0","","G","1052.0","","G","1056.0","","G","1335.0","","G","1481.0","","G","1529.0","","G","1602.0","","G","1654.0","","G","1683.0","","G","1610.0","","G","1595.0","","G","1580.0","","G","1566.0","","G","1628.0","","G","1434.0","","G","1291.0","","G","1566.0","","G","1558.0","","G","1555.0","","G"," "," "," "," "," "," "," "," "," "
"332","Haiti","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","994.0","","G","997.0","","G","909.0","","G","664.0","","G","301.0","","G","942.0","","G","1093.0","","G","1423.0","","G","1232.0","","G","1331.0","","G","1368.0","","G","1569.0","","G","1826.0","","G","1734.0","","G","1988.0","","G","2076.0","","G","2120.0","","G","2398.0","","G","2435.0","","G","2270.0","","G"," "," "," "," "," "," "," "," "," "
"340","Honduras","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2593.0","","G","2699.0","","G","3077.0","","G","2849.0","","G","3337.0","","G","3880.0","","G","3960.0","","G","4158.0","","G","4650.0","","G","4741.0","","G","5031.0","","G","5713.0","","G","6091.0","","G","6769.0","","G","7367.0","","G","7620.0","","G","6901.0","","G","8632.0","","G","8511.0","","G","7704.0","","G"," "," "," "," "," "," "," "," "," "
"348","Hungary","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","62992.0","","G","63435.0","","G","58716.0","","G","60124.0","","G","58067.0","","G","60054.0","","G","62702.0","","G","61807.0","","G","60773.0","","G","60366.0","","G","57253.0","","G","57044.0","","G","56061.0","","G","59061.0","","G","57356.0","","G","57917.0","","G","57235.0","","G","55859.0","","G","54653.0","","G","48676.0","","G"," "," "," "," "," "," "," "," "," "
"352","Iceland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1991.0","","G","1767.0","","G","1830.0","","G","1991.0","","G","2010.0","","G","1947.0","","G","2211.0","","G","2105.0","","G","2101.0","","G","2068.0","","G","2164.0","","G","2101.0","","G","2171.0","","G","2167.0","","G","2233.0","","G","2204.0","","G","2277.0","","G","2340.0","","G","2219.0","","G","2028.0","","G"," "," "," "," "," "," "," "," "," "
"356","India","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","690577.0","","G","737852.0","","G","783634.0","","G","814298.0","","G","864932.0","","G","920047.0","","G","1002224.0","","G","1043940.0","","G","1071912.0","","G","1144390.0","","G","1186663.0","","G","1203843.0","","G","1226791.0","","G","1281914.0","","G","1348525.0","","G","1411128.0","","G","1504365.0","","G","1611404.0","","G","1802158.0","","G","1979425.0","","G"," "," "," "," "," "," "," "," "," "
"360","Indonesia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","149566.0","","G","179731.0","","G","202576.0","","G","218601.0","","G","221413.0","","G","224941.0","","G","253291.0","","G","278659.0","","G","210211.0","","G","241989.0","","G","263419.0","","G","294907.0","","G","306737.0","","G","316792.0","","G","337635.0","","G","341992.0","","G","345120.0","","G","375545.0","","G","412497.0","","G","451782.0","","G"," "," "," "," "," "," "," "," "," "
"364","Iran (Islamic Republic of)","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","211135.0","","G","228036.0","","G","229074.0","","G","237768.0","","G","265824.0","","G","273529.0","","G","276726.0","","G","269979.0","","G","309231.0","","G","382714.0","","G","372703.0","","G","398827.0","","G","402178.0","","G","418859.0","","G","447480.0","","G","486714.0","","G","505265.0","","G","539364.0","","G","580174.0","","G","602055.0","","G"," "," "," "," "," "," "," "," "," "
"368","Iraq","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","52555.0","","G","47422.0","","G","61672.0","","G","66802.0","","G","75045.0","","G","77902.0","","G","69501.0","","G","68309.0","","G","72372.0","","G","72284.0","","G","72445.0","","G","85342.0","","G","87260.0","","G","91118.0","","G","114084.0","","G","112885.0","","G","114333.0","","G","109849.0","","G","113050.0","","G","109038.0","","G"," "," "," "," "," "," "," "," "," "
"372","Ireland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","31408.0","","G","31283.0","","G","31324.0","","G","31258.0","","G","32706.0","","G","32875.0","","G","35537.0","","G","36428.0","","G","38144.0","","G","40132.0","","G","41221.0","","G","44030.0","","G","43619.0","","G","43201.0","","G","43810.0","","G","43392.0","","G","43300.0","","G","44583.0","","G","43406.0","","G","41642.0","","G"," "," "," "," "," "," "," "," "," "
"376","Israel","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","33535.0","","G","34316.0","","G","41499.0","","G","45148.0","","G","47121.0","","G","54235.0","","G","54400.0","","G","63402.0","","G","62779.0","","G","62156.0","","G","62691.0","","G","65749.0","","G","63146.0","","G","65122.0","","G","63201.0","","G","59211.0","","G","67033.0","","G","67429.0","","G","69310.0","","G","67216.0","","G"," "," "," "," "," "," "," "," "," "
"380","Italy","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","425255.0","","G","434947.0","","G","428104.0","","G","423230.0","","G","412604.0","","G","438694.0","","G","429428.0","","G","433601.0","","G","442545.0","","G","437018.0","","G","448140.0","","G","447055.0","","G","449285.0","","G","468349.0","","G","472768.0","","G","473380.0","","G","470175.0","","G","461129.0","","G","447367.0","","G","400836.0","","G"," "," "," "," "," "," "," "," "," "
"388","Jamaica","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","7965.0","","G","8174.0","","G","8097.0","","G","8416.0","","G","8632.0","","G","9703.0","","G","10198.0","","G","10631.0","","G","9729.0","","G","9773.0","","G","10319.0","","G","10627.0","","G","10301.0","","G","10722.0","","G","10715.0","","G","10645.0","","G","12020.0","","G","13480.0","","G","11947.0","","G","8573.0","","G"," "," "," "," "," "," "," "," "," "
"392","Japan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1094633.0","","G","1100525.0","","G","1123561.0","","G","1108563.0","","G","1174027.0","","G","1183946.0","","G","1205611.0","","G","1201632.0","","G","1159065.0","","G","1198042.0","","G","1219593.0","","G","1202266.0","","G","1216751.0","","G","1237392.0","","G","1259659.0","","G","1238181.0","","G","1231298.0","","G","1251169.0","","G","1207686.0","","G","1101134.0","","G"," "," "," "," "," "," "," "," "," "
"400","Jordan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","10403.0","","G","9798.0","","G","12266.0","","G","12101.0","","G","13634.0","","G","13557.0","","G","14188.0","","G","14419.0","","G","14543.0","","G","14569.0","","G","15508.0","","G","16003.0","","G","16887.0","","G","17470.0","","G","19241.0","","G","21027.0","","G","20733.0","","G","21496.0","","G","21426.0","","G","22548.0","","G"," "," "," "," "," "," "," "," "," "
"398","Kazakhstan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","261307.0","","G","221105.0","","G","199488.0","","G","166731.0","","G","140692.0","","G","129581.0","","G","125063.0","","G","116493.0","","G","127769.0","","G","147908.0","","G","151946.0","","G","153816.0","","G","172158.0","","G","176947.0","","G","192114.0","","G","220042.0","","G","229441.0","","G","225803.0","","G"," "," "," "," "," "," "," "," "," "
"404","Kenya","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","5823.0","","G","4840.0","","G","5541.0","","G","6348.0","","G","6557.0","","G","7554.0","","G","9329.0","","G","8265.0","","G","10037.0","","G","10172.0","","G","10418.0","","G","9369.0","","G","7968.0","","G","6755.0","","G","7624.0","","G","8562.0","","G","9575.0","","G","9831.0","","G","10242.0","","G","12350.0","","G"," "," "," "," "," "," "," "," "," "
"296","Kiribati","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","22.0","","G","22.0","","G","22.0","","G","22.0","","G","22.0","","G","22.0","","G","37.0","","G","29.0","","G","33.0","","G","29.0","","G","33.0","","G","26.0","","G","26.0","","G","26.0","","G","26.0","","G","26.0","","G","29.0","","G","51.0","","G","51.0","","G","51.0","","G"," "," "," "," "," "," "," "," "," "
"408","Korea, Democratic People's Republic of","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","244835.0","","G","251145.0","","G","255414.0","","G","262139.0","","G","259642.0","","G","259349.0","","G","256683.0","","G","234688.0","","G","64928.0","","G","71396.0","","G","76967.0","","G","79922.0","","G","76530.0","","G","78210.0","","G","79926.0","","G","83476.0","","G","85034.0","","G","70758.0","","G","78514.0","","G","75104.0","","G"," "," "," "," "," "," "," "," "," "
"410","Korea, Republic of","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","246943.0","","G","261483.0","","G","284281.0","","G","321952.0","","G","344038.0","","G","374771.0","","G","403718.0","","G","430007.0","","G","364822.0","","G","399846.0","","G","447561.0","","G","450194.0","","G","465632.0","","G","466215.0","","G","482585.0","","G","462918.0","","G","470806.0","","G","495837.0","","G","508052.0","","G","509376.0","","G"," "," "," "," "," "," "," "," "," "
"414","Kuwait","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","48313.0","","G","10191.0","","G","21085.0","","G","33274.0","","G","38907.0","","G","54822.0","","G","50154.0","","G","54921.0","","G","51745.0","","G","54022.0","","G","55181.0","","G","55122.0","","G","52753.0","","G","61657.0","","G","63534.0","","G","71547.0","","G","73769.0","","G","75236.0","","G","79757.0","","G","80205.0","","G"," "," "," "," "," "," "," "," "," "
"417","Kyrgyzstan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","10862.0","","G","8306.0","","G","6062.0","","G","4474.0","","G","5589.0","","G","5482.0","","G","5823.0","","G","4562.0","","G","4529.0","","G","3781.0","","G","4848.0","","G","5277.0","","G","5607.0","","G","5222.0","","G","5093.0","","G","6425.0","","G","5695.0","","G","6722.0","","G"," "," "," "," "," "," "," "," "," "
"418","Lao People's Democratic Republic","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","235.0","","G","253.0","","G","279.0","","G","279.0","","G","301.0","","G","378.0","","G","506.0","","G","638.0","","G","719.0","","G","957.0","","G","972.0","","G","902.0","","G","1177.0","","G","1129.0","","G","1423.0","","G","1434.0","","G","1580.0","","G","1668.0","","G","1742.0","","G","1811.0","","G"," "," "," "," "," "," "," "," "," "
"428","Latvia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","13539.0","","G","12108.0","","G","11316.0","","G","9641.0","","G","9494.0","","G","8364.0","","G","8071.0","","G","6828.0","","G","6241.0","","G","6854.0","","G","6652.0","","G","7088.0","","G","7132.0","","G","7176.0","","G","7583.0","","G","7928.0","","G","7591.0","","G","6652.0","","G"," "," "," "," "," "," "," "," "," "
"422","Lebanon","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","9098.0","","G","9498.0","","G","11357.0","","G","11657.0","","G","12743.0","","G","13619.0","","G","13799.0","","G","15647.0","","G","16179.0","","G","16601.0","","G","15354.0","","G","16208.0","","G","16039.0","","G","18221.0","","G","16832.0","","G","16391.0","","G","15024.0","","G","15445.0","","G","17030.0","","G","20968.0","","G"," "," "," "," "," "," "," "," "," "
