CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type
"430","Liberia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","484.0","","G","286.0","","G","290.0","","G","323.0","","G","319.0","","G","334.0","","G","345.0","","G","356.0","","G","389.0","","G","407.0","","G","436.0","","G","502.0","","G","502.0","","G","532.0","","G","627.0","","G","741.0","","G","759.0","","G","678.0","","G","576.0","","G","524.0","","G"," "," "," "," "," "," "," "," "," "
"434","Libyan Arab Jamahiriya","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","36780.0","","G","42864.0","","G","37260.0","","G","38947.0","","G","44132.0","","G","46021.0","","G","44158.0","","G","44976.0","","G","45474.0","","G","44620.0","","G","47114.0","","G","48100.0","","G","47832.0","","G","49167.0","","G","50359.0","","G","52101.0","","G","53780.0","","G","54202.0","","G","60384.0","","G","62874.0","","G"," "," "," "," "," "," "," "," "," "
"440","Lithuania","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","22152.0","","G","17495.0","","G","17360.0","","G","16204.0","","G","15731.0","","G","15339.0","","G","16197.0","","G","13693.0","","G","12200.0","","G","12919.0","","G","13212.0","","G","12915.0","","G","13330.0","","G","13993.0","","G","14294.0","","G","15137.0","","G","15130.0","","G","12838.0","","G"," "," "," "," "," "," "," "," "," "
"442","Luxembourg","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","10011.0","","G","10649.0","","G","10759.0","","G","10836.0","","G","10220.0","","G","8350.0","","G","8438.0","","G","7917.0","","G","7356.0","","G","7686.0","","G","8240.0","","G","8801.0","","G","9417.0","","G","9905.0","","G","11269.0","","G","11547.0","","G","11305.0","","G","10752.0","","G","10660.0","","G","10143.0","","G"," "," "," "," "," "," "," "," "," "
"450","Madagascar","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","986.0","","G","1074.0","","G","1045.0","","G","1071.0","","G","1316.0","","G","1313.0","","G","1412.0","","G","1701.0","","G","1738.0","","G","1925.0","","G","1874.0","","G","1742.0","","G","1236.0","","G","1701.0","","G","1808.0","","G","1742.0","","G","1683.0","","G","1815.0","","G","1944.0","","G","1822.0","","G"," "," "," "," "," "," "," "," "," "
"454","Malawi","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","612.0","","G","660.0","","G","656.0","","G","693.0","","G","719.0","","G","730.0","","G","711.0","","G","759.0","","G","829.0","","G","997.0","","G","906.0","","G","906.0","","G","884.0","","G","957.0","","G","975.0","","G","917.0","","G","953.0","","G","953.0","","G","1155.0","","G","1060.0","","G"," "," "," "," "," "," "," "," "," "
"458","Malaysia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","56593.0","","G","68591.0","","G","75298.0","","G","91723.0","","G","94011.0","","G","121132.0","","G","125375.0","","G","124821.0","","G","114187.0","","G","107934.0","","G","126603.0","","G","136717.0","","G","135129.0","","G","160266.0","","G","167333.0","","G","182543.0","","G","170648.0","","G","195480.0","","G","209375.0","","G","198348.0","","G"," "," "," "," "," "," "," "," "," "
"462","Maldives","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","154.0","","G","172.0","","G","253.0","","G","216.0","","G","220.0","","G","275.0","","G","319.0","","G","367.0","","G","334.0","","G","466.0","","G","499.0","","G","576.0","","G","689.0","","G","598.0","","G","752.0","","G","678.0","","G","869.0","","G","898.0","","G","972.0","","G","1027.0","","G"," "," "," "," "," "," "," "," "," "
"466","Mali","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","422.0","","G","436.0","","G","444.0","","G","455.0","","G","462.0","","G","469.0","","G","488.0","","G","524.0","","G","517.0","","G","539.0","","G","543.0","","G","546.0","","G","554.0","","G","539.0","","G","565.0","","G","568.0","","G","568.0","","G","579.0","","G","594.0","","G","612.0","","G"," "," "," "," "," "," "," "," "," "
"470","Malta","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2178.0","","G","2076.0","","G","2043.0","","G","2670.0","","G","2439.0","","G","2127.0","","G","2248.0","","G","2523.0","","G","2145.0","","G","2347.0","","G","2065.0","","G","2486.0","","G","2299.0","","G","2582.0","","G","2574.0","","G","2699.0","","G","2574.0","","G","2725.0","","G","2560.0","","G","2497.0","","G"," "," "," "," "," "," "," "," "," "
"584","Marshall Islands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","48.0","","G","51.0","","G","55.0","","G","62.0","","G","66.0","","G","66.0","","G","66.0","","G","66.0","","G","70.0","","G","66.0","","G","77.0","","G","81.0","","G","84.0","","G","84.0","","G","88.0","","G","84.0","","G","92.0","","G","99.0","","G","99.0","","G","103.0","","G"," "," "," "," "," "," "," "," "," "
"474","Martinique","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2068.0","","G","1848.0","","G","2054.0","","G","2024.0","","G","2046.0","","G","2050.0","","G","2035.0","","G","2043.0","","G","2083.0","","G","2094.0","","G","2131.0","","G","2123.0","","G","2083.0","","G","2281.0","","G","2406.0","","G","2494.0","","G","2380.0","","G","2164.0","","G","2142.0","","G","2288.0","","G"," "," "," "," "," "," "," "," "," "
"478","Mauritania","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2666.0","","G","2750.0","","G","2945.0","","G","2963.0","","G","3124.0","","G","2985.0","","G","3000.0","","G","3000.0","","G","1111.0","","G","1199.0","","G","1236.0","","G","1349.0","","G","1434.0","","G","1474.0","","G","1632.0","","G","1676.0","","G","1676.0","","G","1914.0","","G","2083.0","","G","2076.0","","G"," "," "," "," "," "," "," "," "," "
"480","Mauritius","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1463.0","","G","1522.0","","G","1709.0","","G","1775.0","","G","1624.0","","G","1830.0","","G","1951.0","","G","1999.0","","G","2197.0","","G","2468.0","","G","2769.0","","G","2967.0","","G","2981.0","","G","3146.0","","G","3194.0","","G","3410.0","","G","3777.0","","G","3887.0","","G","3953.0","","G","3825.0","","G"," "," "," "," "," "," "," "," "," "
"484","Mexico","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","314416.0","","G","326345.0","","G","328472.0","","G","330334.0","","G","347984.0","","G","328039.0","","G","340815.0","","G","358383.0","","G","373411.0","","G","381848.0","","G","381518.0","","G","394800.0","","G","391251.0","","G","405633.0","","G","410744.0","","G","435046.0","","G","441796.0","","G","456798.0","","G","476640.0","","G","446237.0","","G"," "," "," "," "," "," "," "," "," "
"583","Micronesia, Federated States of","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","55.0","","G","55.0","","G","55.0","","G","55.0","","G","55.0","","G","55.0","","G","55.0","","G","55.0","","G","62.0","","G","62.0","","G","62.0","","G"," "," "," "," "," "," "," "," "," "
"496","Mongolia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","10044.0","","G","12207.0","","G","11078.0","","G","9314.0","","G","7961.0","","G","7924.0","","G","8042.0","","G","7712.0","","G","7708.0","","G","7554.0","","G","7506.0","","G","7884.0","","G","8287.0","","G","8034.0","","G","8551.0","","G","8808.0","","G","9443.0","","G","10561.0","","G","10942.0","","G","14503.0","","G"," "," "," "," "," "," "," "," "," "
"499","Montenegro","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","4041.0","","G","4213.0","","G","3715.0","","G","4950.0","","G","3051.0","","G"," "," "," "," "," "," "," "," "," "
"500","Montserrat","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","33.0","","G","33.0","","G","37.0","","G","37.0","","G","37.0","","G","44.0","","G","40.0","","G","48.0","","G","51.0","","G","48.0","","G","55.0","","G","59.0","","G","66.0","","G","70.0","","G","70.0","","G","70.0","","G","77.0","","G","77.0","","G","77.0","","G","77.0","","G"," "," "," "," "," "," "," "," "," "
"504","Morocco","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","23542.0","","G","24976.0","","G","26039.0","","G","28218.0","","G","29640.0","","G","30374.0","","G","31195.0","","G","31863.0","","G","32039.0","","G","33153.0","","G","33905.0","","G","37715.0","","G","38254.0","","G","37561.0","","G","43311.0","","G","45760.0","","G","46985.0","","G","49372.0","","G","51254.0","","G","48815.0","","G"," "," "," "," "," "," "," "," "," "
"508","Mozambique","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1001.0","","G","1027.0","","G","1001.0","","G","1078.0","","G","1071.0","","G","1111.0","","G","1041.0","","G","1126.0","","G","1133.0","","G","1188.0","","G","1349.0","","G","1580.0","","G","1588.0","","G","1918.0","","G","1922.0","","G","1822.0","","G","1980.0","","G","2461.0","","G","2332.0","","G","2600.0","","G"," "," "," "," "," "," "," "," "," "
"104","Myanmar","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4276.0","","G","4180.0","","G","4888.0","","G","5343.0","","G","6245.0","","G","6960.0","","G","7257.0","","G","7499.0","","G","8078.0","","G","8830.0","","G","8889.0","","G","7349.0","","G","8174.0","","G","9611.0","","G","11470.0","","G","14543.0","","G","13029.0","","G","13047.0","","G","12772.0","","G","11093.0","","G"," "," "," "," "," "," "," "," "," "
"516","Namibia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","7.0","","G","15.0","","G","15.0","","G","18.0","","G","29.0","","G","1742.0","","G","1907.0","","G","1903.0","","G","1995.0","","G","1771.0","","G","1764.0","","G","2087.0","","G","2215.0","","G","2362.0","","G","2629.0","","G","2732.0","","G","3029.0","","G","3172.0","","G","4199.0","","G","3586.0","","G"," "," "," "," "," "," "," "," "," "
"520","Nauru","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","132.0","","G","132.0","","G","136.0","","G","136.0","","G","136.0","","G","139.0","","G","139.0","","G","139.0","","G","139.0","","G","136.0","","G","136.0","","G","139.0","","G","139.0","","G","143.0","","G","143.0","","G","143.0","","G","143.0","","G","143.0","","G","143.0","","G","147.0","","G"," "," "," "," "," "," "," "," "," "
"524","Nepal","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","634.0","","G","961.0","","G","1331.0","","G","1467.0","","G","1698.0","","G","2035.0","","G","2486.0","","G","2783.0","","G","2252.0","","G","3220.0","","G","3234.0","","G","3454.0","","G","2710.0","","G","2952.0","","G","2769.0","","G","3242.0","","G","2662.0","","G","2699.0","","G","3047.0","","G","3517.0","","G"," "," "," "," "," "," "," "," "," "
"528","Netherlands","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","164128.0","","G","172705.0","","G","168114.0","","G","172151.0","","G","172745.0","","G","176309.0","","G","186357.0","","G","178279.0","","G","175360.0","","G","163027.0","","G","165363.0","","G","167274.0","","G","172364.0","","G","175041.0","","G","176903.0","","G","172228.0","","G","167201.0","","G","171766.0","","G","173845.0","","G","169650.0","","G"," "," "," "," "," "," "," "," "," "
"530","Netherlands Antilles","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","6216.0","","G","5145.0","","G","4338.0","","G","6722.0","","G","6568.0","","G","6498.0","","G","6139.0","","G","6381.0","","G","282.0","","G","2116.0","","G","5614.0","","G","5717.0","","G","5512.0","","G","5515.0","","G","5787.0","","G","5735.0","","G","5537.0","","G","6227.0","","G","5963.0","","G","6131.0","","G"," "," "," "," "," "," "," "," "," "
"540","New Caledonia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1624.0","","G","1789.0","","G","1771.0","","G","1771.0","","G","1723.0","","G","1731.0","","G","1764.0","","G","1826.0","","G","1804.0","","G","2035.0","","G","2299.0","","G","2120.0","","G","2428.0","","G","2750.0","","G","2552.0","","G","2901.0","","G","2901.0","","G","2974.0","","G","3333.0","","G","2970.0","","G"," "," "," "," "," "," "," "," "," "
"554","New Zealand","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","23681.0","","G","24195.0","","G","25145.0","","G","26908.0","","G","26395.0","","G","27033.0","","G","28709.0","","G","31107.0","","G","29930.0","","G","32739.0","","G","32706.0","","G","33982.0","","G","33417.0","","G","33912.0","","G","33725.0","","G","33964.0","","G","33898.0","","G","33212.0","","G","33685.0","","G","32064.0","","G"," "," "," "," "," "," "," "," "," "
"558","Nicaragua","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2549.0","","G","2006.0","","G","2395.0","","G","2303.0","","G","2541.0","","G","2780.0","","G","2875.0","","G","3143.0","","G","3421.0","","G","3627.0","","G","3762.0","","G","3964.0","","G","4037.0","","G","4411.0","","G","4426.0","","G","4320.0","","G","4320.0","","G","4591.0","","G","4411.0","","G","4463.0","","G"," "," "," "," "," "," "," "," "," "
"562","Niger","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","832.0","","G","821.0","","G","785.0","","G","880.0","","G","873.0","","G","920.0","","G","1016.0","","G","1012.0","","G","1074.0","","G","1060.0","","G","796.0","","G","759.0","","G","814.0","","G","880.0","","G","964.0","","G","829.0","","G","818.0","","G","829.0","","G","920.0","","G","1159.0","","G"," "," "," "," "," "," "," "," "," "
"566","Nigeria","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","45375.0","","G","45247.0","","G","64884.0","","G","60062.0","","G","46659.0","","G","34917.0","","G","40421.0","","G","40190.0","","G","40183.0","","G","44789.0","","G","79182.0","","G","83351.0","","G","98125.0","","G","93138.0","","G","97047.0","","G","104044.0","","G","93325.0","","G","90619.0","","G","92724.0","","G","70234.0","","G"," "," "," "," "," "," "," "," "," "
"570","Niue","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G","4.0","","G"," "," "," "," "," "," "," "," "," "
"578","Norway","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","31364.0","","G","32024.0","","G","29600.0","","G","32196.0","","G","29248.0","","G","34906.0","","G","33179.0","","G","34132.0","","G","36472.0","","G","41023.0","","G","38808.0","","G","41092.0","","G","37429.0","","G","42625.0","","G","42666.0","","G","42365.0","","G","44257.0","","G","45122.0","","G","50326.0","","G","47077.0","","G"," "," "," "," "," "," "," "," "," "
"275","Occupied Palestinian Territory","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","396.0","","G","601.0","","G","649.0","","G","792.0","","G","1349.0","","G","1155.0","","G","1280.0","","G","1867.0","","G","2743.0","","G","2266.0","","G","2325.0","","G","2054.0","","G","2164.0","","G"," "," "," "," "," "," "," "," "," "
"512","Oman","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","11371.0","","G","11764.0","","G","12710.0","","G","13979.0","","G","15882.0","","G","16953.0","","G","15324.0","","G","15695.0","","G","16769.0","","G","20920.0","","G","22567.0","","G","20994.0","","G","26197.0","","G","33128.0","","G","28771.0","","G","30425.0","","G","40267.0","","G","45324.0","","G","42086.0","","G","41144.0","","G"," "," "," "," "," "," "," "," "," "
"586","Pakistan","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","68566.0","","G","68243.0","","G","72790.0","","G","78008.0","","G","84840.0","","G","84484.0","","G","94447.0","","G","94711.0","","G","97663.0","","G","100384.0","","G","106449.0","","G","108283.0","","G","114084.0","","G","118895.0","","G","131620.0","","G","136636.0","","G","145855.0","","G","159386.0","","G","159199.0","","G","161220.0","","G"," "," "," "," "," "," "," "," "," "
"585","Palau","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","235.0","","G","235.0","","G","114.0","","G","110.0","","G","110.0","","G","114.0","","G","117.0","","G","117.0","","G","117.0","","G","117.0","","G","117.0","","G","183.0","","G","183.0","","G","191.0","","G","187.0","","G","191.0","","G","202.0","","G","209.0","","G","209.0","","G","209.0","","G"," "," "," "," "," "," "," "," "," "
"591","Panama","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3135.0","","G","3392.0","","G","4015.0","","G","4129.0","","G","4782.0","","G","3473.0","","G","4881.0","","G","5959.0","","G","5948.0","","G","5669.0","","G","5790.0","","G","7008.0","","G","5834.0","","G","6153.0","","G","5548.0","","G","5823.0","","G","6586.0","","G","6289.0","","G","6802.0","","G","7844.0","","G"," "," "," "," "," "," "," "," "," "
"598","Papua New Guinea","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2142.0","","G","2065.0","","G","2054.0","","G","1995.0","","G","2182.0","","G","2039.0","","G","2164.0","","G","2556.0","","G","2838.0","","G","2464.0","","G","2688.0","","G","3231.0","","G","3513.0","","G","3968.0","","G","4481.0","","G","4613.0","","G","4595.0","","G","4903.0","","G","3476.0","","G","3480.0","","G"," "," "," "," "," "," "," "," "," "
"600","Paraguay","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","2263.0","","G","2233.0","","G","2622.0","","G","2952.0","","G","3498.0","","G","3964.0","","G","3751.0","","G","4195.0","","G","4503.0","","G","4503.0","","G","3689.0","","G","3821.0","","G","3898.0","","G","4070.0","","G","4089.0","","G","3832.0","","G","3986.0","","G","4136.0","","G","4353.0","","G","4518.0","","G"," "," "," "," "," "," "," "," "," "
"604","Peru","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","21170.0","","G","20418.0","","G","20389.0","","G","23557.0","","G","23230.0","","G","23883.0","","G","24364.0","","G","27407.0","","G","27807.0","","G","29358.0","","G","30297.0","","G","27165.0","","G","27187.0","","G","26380.0","","G","31896.0","","G","37418.0","","G","35346.0","","G","43513.0","","G","41276.0","","G","47356.0","","G"," "," "," "," "," "," "," "," "," "
"608","Philippines","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","41763.0","","G","43931.0","","G","48753.0","","G","49482.0","","G","54800.0","","G","60711.0","","G","62163.0","","G","71158.0","","G","69240.0","","G","65108.0","","G","67660.0","","G","65130.0","","G","66717.0","","G","66908.0","","G","69446.0","","G","69185.0","","G","62009.0","","G","63553.0","","G","68789.0","","G","68551.0","","G"," "," "," "," "," "," "," "," "," "
"616","Poland","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","366773.0","","G","361592.0","","G","357283.0","","G","352520.0","","G","336161.0","","G","346814.0","","G","358823.0","","G","351049.0","","G","326935.0","","G","317133.0","","G","301691.0","","G","302806.0","","G","296932.0","","G","304856.0","","G","304988.0","","G","303521.0","","G","319410.0","","G","315201.0","","G","316059.0","","G","298905.0","","G"," "," "," "," "," "," "," "," "," "
"620","Portugal","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","42196.0","","G","43934.0","","G","48195.0","","G","46813.0","","G","47568.0","","G","51925.0","","G","50733.0","","G","53234.0","","G","58056.0","","G","64690.0","","G","62966.0","","G","62863.0","","G","66820.0","","G","61276.0","","G","63175.0","","G","65309.0","","G","59108.0","","G","60865.0","","G","58357.0","","G","57400.0","","G"," "," "," "," "," "," "," "," "," "
"634","Qatar","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","11775.0","","G","17675.0","","G","26802.0","","G","30722.0","","G","30223.0","","G","30825.0","","G","31826.0","","G","36289.0","","G","32402.0","","G","31408.0","","G","34730.0","","G","30363.0","","G","28482.0","","G","36157.0","","G","44393.0","","G","51881.0","","G","56736.0","","G","67293.0","","G","67847.0","","G","70344.0","","G"," "," "," "," "," "," "," "," "," "
"498","Republic of Moldova","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","20972.0","","G","15629.0","","G","12090.0","","G","11192.0","","G","11522.0","","G","7099.0","","G","6271.0","","G","4503.0","","G","3513.0","","G","3715.0","","G","3986.0","","G","4290.0","","G","4554.0","","G","4895.0","","G","4994.0","","G","4686.0","","G","4774.0","","G","4547.0","","G"," "," "," "," "," "," "," "," "," "
"638","Reunion","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","1452.0","","G","1720.0","","G","1727.0","","G","1756.0","","G","1951.0","","G","2145.0","","G","2237.0","","G","2347.0","","G","2512.0","","G","2369.0","","G","2475.0","","G","2699.0","","G","2695.0","","G","2728.0","","G","2875.0","","G","2857.0","","G","2871.0","","G","2890.0","","G","2923.0","","G","2934.0","","G"," "," "," "," "," "," "," "," "," "
"642","Romania","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","158862.0","","G","137531.0","","G","123263.0","","G","120699.0","","G","115415.0","","G","127102.0","","G","126691.0","","G","114447.0","","G","102232.0","","G","89640.0","","G","89985.0","","G","95672.0","","G","92174.0","","G","95940.0","","G","95401.0","","G","94961.0","","G","102001.0","","G","99702.0","","G","94766.0","","G","79486.0","","G"," "," "," "," "," "," "," "," "," "
"643","Russian Federation","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," ","2134066.0","","G","1963935.0","","G","1722555.0","","G","1662526.0","","G","1631907.0","","G","1559238.0","","G","1526744.0","","G","1538835.0","","G","1558112.0","","G","1558013.0","","G","1557665.0","","G","1604973.0","","G","1602963.0","","G","1615684.0","","G","1669603.0","","G","1667576.0","","G","1715665.0","","G","1574386.0","","G"," "," "," "," "," "," "," "," "," "
"646","Rwanda","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","682.0","","G","631.0","","G","638.0","","G","642.0","","G","620.0","","G","612.0","","G","631.0","","G","653.0","","G","642.0","","G","671.0","","G","686.0","","G","689.0","","G","689.0","","G","682.0","","G","689.0","","G","689.0","","G","689.0","","G","715.0","","G","704.0","","G","726.0","","G"," "," "," "," "," "," "," "," "," "
"654","Saint Helena","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","7.0","","G","7.0","","G","7.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G","11.0","","G"," "," "," "," "," "," "," "," "," "
"659","Saint Kitts and Nevis","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","66.0","","G","73.0","","G","73.0","","G","84.0","","G","88.0","","G","95.0","","G","103.0","","G","103.0","","G","103.0","","G","103.0","","G","103.0","","G","183.0","","G","198.0","","G","220.0","","G","227.0","","G","235.0","","G","235.0","","G","249.0","","G","249.0","","G","260.0","","G"," "," "," "," "," "," "," "," "," "
"662","Saint Lucia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","165.0","","G","172.0","","G","205.0","","G","227.0","","G","264.0","","G","312.0","","G","330.0","","G","312.0","","G","308.0","","G","319.0","","G","330.0","","G","363.0","","G","326.0","","G","359.0","","G","356.0","","G","367.0","","G","367.0","","G","385.0","","G","396.0","","G","385.0","","G"," "," "," "," "," "," "," "," "," "
"666","Saint Pierre and Miquelon","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","92.0","","G","103.0","","G","95.0","","G","73.0","","G","70.0","","G","70.0","","G","70.0","","G","48.0","","G","55.0","","G","55.0","","G","55.0","","G","55.0","","G","59.0","","G","66.0","","G","62.0","","G","66.0","","G","66.0","","G","66.0","","G","66.0","","G","66.0","","G"," "," "," "," "," "," "," "," "," "
"670","Saint Vincent and the Grenadines","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","81.0","","G","77.0","","G","84.0","","G","103.0","","G","121.0","","G","132.0","","G","136.0","","G","136.0","","G","165.0","","G","169.0","","G","158.0","","G","180.0","","G","187.0","","G","194.0","","G","194.0","","G","198.0","","G","202.0","","G","202.0","","G","202.0","","G","202.0","","G"," "," "," "," "," "," "," "," "," "
"882","Samoa","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","125.0","","G","125.0","","G","128.0","","G","128.0","","G","121.0","","G","132.0","","G","132.0","","G","132.0","","G","132.0","","G","139.0","","G","139.0","","G","143.0","","G","143.0","","G","150.0","","G","154.0","","G","158.0","","G","158.0","","G","161.0","","G","161.0","","G","161.0","","G"," "," "," "," "," "," "," "," "," "
"678","Sao Tome and Principe","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","66.0","","G","70.0","","G","73.0","","G","73.0","","G","73.0","","G","77.0","","G","77.0","","G","77.0","","G","81.0","","G","88.0","","G","88.0","","G","92.0","","G","106.0","","G","110.0","","G","114.0","","G","128.0","","G","128.0","","G","128.0","","G","128.0","","G","128.0","","G"," "," "," "," "," "," "," "," "," "
"682","Saudi Arabia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","217948.0","","G","267768.0","","G","285535.0","","G","313818.0","","G","309018.0","","G","236254.0","","G","258751.0","","G","216239.0","","G","207681.0","","G","226459.0","","G","296935.0","","G","297214.0","","G","326407.0","","G","327272.0","","G","395834.0","","G","397642.0","","G","432739.0","","G","393535.0","","G","418240.0","","G","432772.0","","G"," "," "," "," "," "," "," "," "," "
"686","Senegal","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)","3183.0","","G","3425.0","","G","3480.0","","G","3594.0","","G","3902.0","","G","3495.0","","G","3740.0","","G","3264.0","","G","3429.0","","G","3700.0","","G","3938.0","","G","4331.0","","G","4547.0","","G","5013.0","","G","5280.0","","G","5860.0","","G","4789.0","","G","5335.0","","G","5310.0","","G","4576.0","","G"," "," "," "," "," "," "," "," "," "
"688","Serbia","749","Y","Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","50352.0","","G","53758.0","","G","52060.0","","G","52027.0","","G","46252.0","","G"," "," "," "," "," "," "," "," "," "
